Consulta_por,n_pacientes,Comuna,Mes,Año
NEUMONÍA,122,Lo Prado,mayo,2017
ASMA,20,Lo Prado,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,6,Lo Prado,mayo,2017
OTRAS RESPIRATORIAS,588,Lo Prado,mayo,2017
IRA ALTA,450,Macul,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,204,Macul,mayo,2017
NEUMONÍA,39,Macul,mayo,2017
ASMA,44,Macul,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,30,Macul,mayo,2017
OTRAS RESPIRATORIAS,227,Macul,mayo,2017
IRA ALTA,1.835,Maipú,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,373,Maipú,mayo,2017
NEUMONÍA,114,Maipú,mayo,2017
ASMA,139,Maipú,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,74,Maipú,mayo,2017
OTRAS RESPIRATORIAS,1.232,Maipú,mayo,2017
IRA ALTA,424,Ñuñoa,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,64,Ñuñoa,mayo,2017
NEUMONÍA,71,Ñuñoa,mayo,2017
ASMA,39,Ñuñoa,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,28,Ñuñoa,mayo,2017
OTRAS RESPIRATORIAS,358,Ñuñoa,mayo,2017
IRA ALTA,905,Pedro Aguirre Cerda,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,227,Pedro Aguirre Cerda,mayo,2017
NEUMONÍA,78,Pedro Aguirre Cerda,mayo,2017
ASMA,41,Pedro Aguirre Cerda,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,56,Pedro Aguirre Cerda,mayo,2017
OTRAS RESPIRATORIAS,524,Pedro Aguirre Cerda,mayo,2017
IRA ALTA,4.870,Peñalolén,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,1.967,Peñalolén,mayo,2017
NEUMONÍA,467,Peñalolén,mayo,2017
ASMA,684,Peñalolén,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,209,Peñalolén,mayo,2017
OTRAS RESPIRATORIAS,820,Peñalolén,mayo,2017
IRA ALTA,165,Providencia,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,37,Providencia,mayo,2017
NEUMONÍA,12,Providencia,mayo,2017
ASMA,14,Providencia,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,3,Providencia,mayo,2017
OTRAS RESPIRATORIAS,280,Providencia,mayo,2017
IRA ALTA,1.887,Pudahuel,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,839,Pudahuel,mayo,2017
NEUMONÍA,347,Pudahuel,mayo,2017
ASMA,51,Pudahuel,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,20,Pudahuel,mayo,2017
OTRAS RESPIRATORIAS,1.079,Pudahuel,mayo,2017
IRA ALTA,3.475,Quilicura,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,736,Quilicura,mayo,2017
NEUMONÍA,134,Quilicura,mayo,2017
ASMA,83,Quilicura,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,47,Quilicura,mayo,2017
OTRAS RESPIRATORIAS,491,Quilicura,mayo,2017
IRA ALTA,1.216,Quinta Normal,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,141,Quinta Normal,mayo,2017
NEUMONÍA,135,Quinta Normal,mayo,2017
ASMA,29,Quinta Normal,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,17,Quinta Normal,mayo,2017
OTRAS RESPIRATORIAS,532,Quinta Normal,mayo,2017
IRA ALTA,1.201,Recoleta,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,239,Recoleta,mayo,2017
NEUMONÍA,96,Recoleta,mayo,2017
ASMA,53,Recoleta,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,36,Recoleta,mayo,2017
OTRAS RESPIRATORIAS,421,Recoleta,mayo,2017
IRA ALTA,2.239,Renca,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,384,Renca,mayo,2017
NEUMONÍA,72,Renca,mayo,2017
ASMA,31,Renca,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,35,Renca,mayo,2017
OTRAS RESPIRATORIAS,572,Renca,mayo,2017
IRA ALTA,1.437,San Joaquín,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,186,San Joaquín,mayo,2017
NEUMONÍA,72,San Joaquín,mayo,2017
ASMA,26,San Joaquín,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,21,San Joaquín,mayo,2017
OTRAS RESPIRATORIAS,488,San Joaquín,mayo,2017
IRA ALTA,72,San Miguel,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,27,San Miguel,mayo,2017
NEUMONÍA,11,San Miguel,mayo,2017
ASMA,31,San Miguel,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,9,San Miguel,mayo,2017
OTRAS RESPIRATORIAS,277,San Miguel,mayo,2017
IRA ALTA,504,San Ramón,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,127,San Ramón,mayo,2017
NEUMONÍA,89,San Ramón,mayo,2017
ASMA,54,San Ramón,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,11,San Ramón,mayo,2017
OTRAS RESPIRATORIAS,170,San Ramón,mayo,2017
IRA ALTA,19,Vitacura,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,0,Vitacura,mayo,2017
NEUMONÍA,1,Vitacura,mayo,2017
ASMA,0,Vitacura,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,1,Vitacura,mayo,2017
OTRAS RESPIRATORIAS,0,Vitacura,mayo,2017
IRA ALTA,4.827,Puente Alto,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,2.436,Puente Alto,mayo,2017
NEUMONÍA,502,Puente Alto,mayo,2017
ASMA,354,Puente Alto,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,118,Puente Alto,mayo,2017
OTRAS RESPIRATORIAS,1.768,Puente Alto,mayo,2017
IRA ALTA,730,Pirque,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,73,Pirque,mayo,2017
NEUMONÍA,44,Pirque,mayo,2017
ASMA,10,Pirque,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Pirque,mayo,2017
OTRAS RESPIRATORIAS,194,Pirque,mayo,2017
IRA ALTA,217,San José De Maipo,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,19,San José De Maipo,mayo,2017
NEUMONÍA,23,San José De Maipo,mayo,2017
ASMA,4,San José De Maipo,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,3,San José De Maipo,mayo,2017
OTRAS RESPIRATORIAS,95,San José De Maipo,mayo,2017
IRA ALTA,895,Colina,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,258,Colina,mayo,2017
NEUMONÍA,69,Colina,mayo,2017
ASMA,35,Colina,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,16,Colina,mayo,2017
OTRAS RESPIRATORIAS,291,Colina,mayo,2017
IRA ALTA,818,Lampa,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,89,Lampa,mayo,2017
NEUMONÍA,27,Lampa,mayo,2017
ASMA,47,Lampa,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,18,Lampa,mayo,2017
OTRAS RESPIRATORIAS,956,Lampa,mayo,2017
IRA ALTA,301,Tiltil,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,46,Tiltil,mayo,2017
NEUMONÍA,14,Tiltil,mayo,2017
ASMA,14,Tiltil,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,9,Tiltil,mayo,2017
OTRAS RESPIRATORIAS,49,Tiltil,mayo,2017
IRA ALTA,2.736,San Bernardo,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,744,San Bernardo,mayo,2017
NEUMONÍA,246,San Bernardo,mayo,2017
ASMA,145,San Bernardo,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,104,San Bernardo,mayo,2017
OTRAS RESPIRATORIAS,1.098,San Bernardo,mayo,2017
IRA ALTA,926,Buin,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,349,Buin,mayo,2017
NEUMONÍA,82,Buin,mayo,2017
ASMA,60,Buin,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,22,Buin,mayo,2017
OTRAS RESPIRATORIAS,357,Buin,mayo,2017
IRA ALTA,601,Calera De Tango,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,36,Calera De Tango,mayo,2017
NEUMONÍA,18,Calera De Tango,mayo,2017
ASMA,5,Calera De Tango,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,Calera De Tango,mayo,2017
OTRAS RESPIRATORIAS,119,Calera De Tango,mayo,2017
IRA ALTA,941,Paine,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,106,Paine,mayo,2017
NEUMONÍA,50,Paine,mayo,2017
ASMA,38,Paine,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,14,Paine,mayo,2017
OTRAS RESPIRATORIAS,524,Paine,mayo,2017
IRA ALTA,1.571,Melipilla,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,321,Melipilla,mayo,2017
NEUMONÍA,87,Melipilla,mayo,2017
ASMA,50,Melipilla,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,19,Melipilla,mayo,2017
OTRAS RESPIRATORIAS,208,Melipilla,mayo,2017
IRA ALTA,58,Alhué,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,10,Alhué,mayo,2017
NEUMONÍA,6,Alhué,mayo,2017
ASMA,10,Alhué,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,5,Alhué,mayo,2017
OTRAS RESPIRATORIAS,24,Alhué,mayo,2017
IRA ALTA,0,Curacaví,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,0,Curacaví,mayo,2017
NEUMONÍA,0,Curacaví,mayo,2017
ASMA,0,Curacaví,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Curacaví,mayo,2017
OTRAS RESPIRATORIAS,6,Curacaví,mayo,2017
IRA ALTA,209,María Pinto,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,59,María Pinto,mayo,2017
NEUMONÍA,88,María Pinto,mayo,2017
ASMA,19,María Pinto,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,17,María Pinto,mayo,2017
OTRAS RESPIRATORIAS,128,María Pinto,mayo,2017
IRA ALTA,84,San Pedro,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,12,San Pedro,mayo,2017
NEUMONÍA,2,San Pedro,mayo,2017
ASMA,5,San Pedro,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,1,San Pedro,mayo,2017
OTRAS RESPIRATORIAS,45,San Pedro,mayo,2017
IRA ALTA,261,Talagante,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,27,Talagante,mayo,2017
NEUMONÍA,9,Talagante,mayo,2017
ASMA,5,Talagante,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,5,Talagante,mayo,2017
OTRAS RESPIRATORIAS,188,Talagante,mayo,2017
IRA ALTA,174,El Monte,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,49,El Monte,mayo,2017
NEUMONÍA,2,El Monte,mayo,2017
ASMA,6,El Monte,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,7,El Monte,mayo,2017
OTRAS RESPIRATORIAS,61,El Monte,mayo,2017
IRA ALTA,47,Isla De Maipo,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,9,Isla De Maipo,mayo,2017
NEUMONÍA,5,Isla De Maipo,mayo,2017
ASMA,2,Isla De Maipo,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Isla De Maipo,mayo,2017
OTRAS RESPIRATORIAS,166,Isla De Maipo,mayo,2017
IRA ALTA,599,Padre Hurtado,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,52,Padre Hurtado,mayo,2017
NEUMONÍA,4,Padre Hurtado,mayo,2017
ASMA,13,Padre Hurtado,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Padre Hurtado,mayo,2017
OTRAS RESPIRATORIAS,297,Padre Hurtado,mayo,2017
IRA ALTA,1.852,Peñaflor,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,233,Peñaflor,mayo,2017
NEUMONÍA,54,Peñaflor,mayo,2017
ASMA,44,Peñaflor,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,3,Peñaflor,mayo,2017
OTRAS RESPIRATORIAS,743,Peñaflor,mayo,2017
IRA ALTA,1.784,Santiago,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,374,Santiago,junio,2017
NEUMONÍA,206,Santiago,junio,2017
ASMA,52,Santiago,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,50,Santiago,junio,2017
OTRAS RESPIRATORIAS,1.124,Santiago,junio,2017
IRA ALTA,369,Cerrillos,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,78,Cerrillos,junio,2017
NEUMONÍA,61,Cerrillos,junio,2017
ASMA,45,Cerrillos,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,Cerrillos,junio,2017
OTRAS RESPIRATORIAS,269,Cerrillos,junio,2017
IRA ALTA,1.522,Cerro Navia,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,584,Cerro Navia,junio,2017
NEUMONÍA,197,Cerro Navia,junio,2017
ASMA,111,Cerro Navia,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,40,Cerro Navia,junio,2017
OTRAS RESPIRATORIAS,497,Cerro Navia,junio,2017
IRA ALTA,1.838,Conchalí,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,597,Conchalí,junio,2017
NEUMONÍA,181,Conchalí,junio,2017
ASMA,132,Conchalí,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,24,Conchalí,junio,2017
OTRAS RESPIRATORIAS,777,Conchalí,junio,2017
IRA ALTA,4.970,El Bosque,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,712,El Bosque,junio,2017
NEUMONÍA,238,El Bosque,junio,2017
ASMA,131,El Bosque,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,130,El Bosque,junio,2017
OTRAS RESPIRATORIAS,1.315,El Bosque,junio,2017
IRA ALTA,341,Estación Central,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,230,Estación Central,junio,2017
NEUMONÍA,50,Estación Central,junio,2017
ASMA,39,Estación Central,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,16,Estación Central,junio,2017
OTRAS RESPIRATORIAS,1.065,Estación Central,junio,2017
IRA ALTA,1.512,Huechuraba,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,508,Huechuraba,junio,2017
NEUMONÍA,238,Huechuraba,junio,2017
ASMA,38,Huechuraba,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,17,Huechuraba,junio,2017
OTRAS RESPIRATORIAS,441,Huechuraba,junio,2017
IRA ALTA,905,Independencia,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,249,Independencia,junio,2017
NEUMONÍA,93,Independencia,junio,2017
ASMA,34,Independencia,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,20,Independencia,junio,2017
OTRAS RESPIRATORIAS,535,Independencia,junio,2017
IRA ALTA,547,La Cisterna,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,203,La Cisterna,junio,2017
NEUMONÍA,141,La Cisterna,junio,2017
ASMA,77,La Cisterna,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,44,La Cisterna,junio,2017
OTRAS RESPIRATORIAS,191,La Cisterna,junio,2017
IRA ALTA,6.965,La Florida,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,891,La Florida,junio,2017
NEUMONÍA,764,La Florida,junio,2017
ASMA,197,La Florida,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,144,La Florida,junio,2017
OTRAS RESPIRATORIAS,2.233,La Florida,junio,2017
IRA ALTA,1.475,La Granja,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,395,La Granja,junio,2017
NEUMONÍA,241,La Granja,junio,2017
ASMA,102,La Granja,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,99,La Granja,junio,2017
OTRAS RESPIRATORIAS,841,La Granja,junio,2017
IRA ALTA,2.616,La Pintana,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,795,La Pintana,junio,2017
NEUMONÍA,588,La Pintana,junio,2017
ASMA,137,La Pintana,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,65,La Pintana,junio,2017
OTRAS RESPIRATORIAS,1.017,La Pintana,junio,2017
IRA ALTA,175,La Reina,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,52,La Reina,junio,2017
NEUMONÍA,52,La Reina,junio,2017
ASMA,10,La Reina,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,La Reina,junio,2017
OTRAS RESPIRATORIAS,607,La Reina,junio,2017
IRA ALTA,638,Las Condes,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,118,Las Condes,junio,2017
NEUMONÍA,74,Las Condes,junio,2017
ASMA,45,Las Condes,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,38,Las Condes,junio,2017
OTRAS RESPIRATORIAS,391,Las Condes,junio,2017
IRA ALTA,368,Lo Barnechea,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,230,Lo Barnechea,junio,2017
NEUMONÍA,79,Lo Barnechea,junio,2017
ASMA,28,Lo Barnechea,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,18,Lo Barnechea,junio,2017
OTRAS RESPIRATORIAS,93,Lo Barnechea,junio,2017
IRA ALTA,965,Lo Espejo,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,299,Lo Espejo,junio,2017
NEUMONÍA,135,Lo Espejo,junio,2017
ASMA,86,Lo Espejo,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,43,Lo Espejo,junio,2017
OTRAS RESPIRATORIAS,342,Lo Espejo,junio,2017
IRA ALTA,1.796,Lo Prado,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,215,Lo Prado,junio,2017
NEUMONÍA,207,Lo Prado,junio,2017
ASMA,15,Lo Prado,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,5,Lo Prado,junio,2017
OTRAS RESPIRATORIAS,1.018,Lo Prado,junio,2017
IRA ALTA,216,Macul,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,192,Macul,junio,2017
NEUMONÍA,19,Macul,junio,2017
ASMA,19,Macul,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,19,Macul,junio,2017
OTRAS RESPIRATORIAS,361,Macul,junio,2017
IRA ALTA,1.952,Maipú,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,506,Maipú,junio,2017
NEUMONÍA,211,Maipú,junio,2017
ASMA,146,Maipú,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,52,Maipú,junio,2017
OTRAS RESPIRATORIAS,1.944,Maipú,junio,2017
IRA ALTA,513,Ñuñoa,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,96,Ñuñoa,junio,2017
NEUMONÍA,83,Ñuñoa,junio,2017
ASMA,57,Ñuñoa,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,25,Ñuñoa,junio,2017
OTRAS RESPIRATORIAS,543,Ñuñoa,junio,2017
IRA ALTA,1.137,Pedro Aguirre Cerda,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,306,Pedro Aguirre Cerda,junio,2017
NEUMONÍA,189,Pedro Aguirre Cerda,junio,2017
ASMA,47,Pedro Aguirre Cerda,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,21,Pedro Aguirre Cerda,junio,2017
OTRAS RESPIRATORIAS,994,Pedro Aguirre Cerda,junio,2017
IRA ALTA,5.666,Peñalolén,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,2.263,Peñalolén,junio,2017
NEUMONÍA,845,Peñalolén,junio,2017
ASMA,828,Peñalolén,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,277,Peñalolén,junio,2017
OTRAS RESPIRATORIAS,1.023,Peñalolén,junio,2017
IRA ALTA,237,Providencia,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,77,Providencia,junio,2017
NEUMONÍA,22,Providencia,junio,2017
ASMA,8,Providencia,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,Providencia,junio,2017
OTRAS RESPIRATORIAS,266,Providencia,junio,2017
IRA ALTA,2.320,Pudahuel,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,1.108,Pudahuel,junio,2017
NEUMONÍA,737,Pudahuel,junio,2017
ASMA,59,Pudahuel,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,37,Pudahuel,junio,2017
OTRAS RESPIRATORIAS,1.599,Pudahuel,junio,2017
IRA ALTA,3.706,Quilicura,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,1.020,Quilicura,junio,2017
NEUMONÍA,315,Quilicura,junio,2017
ASMA,89,Quilicura,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,49,Quilicura,junio,2017
OTRAS RESPIRATORIAS,703,Quilicura,junio,2017
IRA ALTA,1.786,Quinta Normal,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,233,Quinta Normal,junio,2017
NEUMONÍA,334,Quinta Normal,junio,2017
ASMA,46,Quinta Normal,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,26,Quinta Normal,junio,2017
OTRAS RESPIRATORIAS,770,Quinta Normal,junio,2017
IRA ALTA,1.447,Recoleta,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,356,Recoleta,junio,2017
NEUMONÍA,191,Recoleta,junio,2017
ASMA,82,Recoleta,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,45,Recoleta,junio,2017
OTRAS RESPIRATORIAS,777,Recoleta,junio,2017
IRA ALTA,2.910,Renca,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,631,Renca,junio,2017
NEUMONÍA,201,Renca,junio,2017
ASMA,54,Renca,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,43,Renca,junio,2017
OTRAS RESPIRATORIAS,721,Renca,junio,2017
IRA ALTA,1.561,San Joaquín,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,302,San Joaquín,junio,2017
NEUMONÍA,136,San Joaquín,junio,2017
ASMA,45,San Joaquín,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,29,San Joaquín,junio,2017
OTRAS RESPIRATORIAS,560,San Joaquín,junio,2017
IRA ALTA,289,San Miguel,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,155,San Miguel,junio,2017
NEUMONÍA,27,San Miguel,junio,2017
ASMA,34,San Miguel,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,6,San Miguel,junio,2017
OTRAS RESPIRATORIAS,359,San Miguel,junio,2017
IRA ALTA,573,San Ramón,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,200,San Ramón,junio,2017
NEUMONÍA,187,San Ramón,junio,2017
ASMA,53,San Ramón,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,29,San Ramón,junio,2017
OTRAS RESPIRATORIAS,360,San Ramón,junio,2017
IRA ALTA,38,Vitacura,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,0,Vitacura,junio,2017
NEUMONÍA,17,Vitacura,junio,2017
ASMA,0,Vitacura,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Vitacura,junio,2017
OTRAS RESPIRATORIAS,63,Vitacura,junio,2017
IRA ALTA,6.110,Puente Alto,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,3.450,Puente Alto,junio,2017
NEUMONÍA,1.122,Puente Alto,junio,2017
ASMA,451,Puente Alto,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,139,Puente Alto,junio,2017
OTRAS RESPIRATORIAS,2.074,Puente Alto,junio,2017
IRA ALTA,860,Pirque,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,89,Pirque,junio,2017
NEUMONÍA,84,Pirque,junio,2017
ASMA,10,Pirque,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,3,Pirque,junio,2017
OTRAS RESPIRATORIAS,297,Pirque,junio,2017
IRA ALTA,281,San José De Maipo,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,37,San José De Maipo,junio,2017
NEUMONÍA,38,San José De Maipo,junio,2017
ASMA,1,San José De Maipo,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,San José De Maipo,junio,2017
OTRAS RESPIRATORIAS,181,San José De Maipo,junio,2017
IRA ALTA,1.352,Colina,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,453,Colina,junio,2017
NEUMONÍA,203,Colina,junio,2017
ASMA,59,Colina,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,28,Colina,junio,2017
OTRAS RESPIRATORIAS,592,Colina,junio,2017
IRA ALTA,879,Lampa,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,149,Lampa,junio,2017
NEUMONÍA,57,Lampa,junio,2017
ASMA,71,Lampa,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,11,Lampa,junio,2017
OTRAS RESPIRATORIAS,1.119,Lampa,junio,2017
IRA ALTA,392,Tiltil,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,42,Tiltil,junio,2017
NEUMONÍA,23,Tiltil,junio,2017
ASMA,13,Tiltil,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,7,Tiltil,junio,2017
OTRAS RESPIRATORIAS,56,Tiltil,junio,2017
IRA ALTA,3.771,San Bernardo,junio,2017
SINDROME BRONQUIAL OBSTRUCTIVO,1.255,San Bernardo,junio,2017
NEUMONÍA,526,San Bernardo,junio,2017
ASMA,143,San Bernardo,junio,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,66,San Bernardo,junio,2017
